Date,Price,Open,High,Low,Vol.,Change %
2/10/20,86800,85000.0,86900.0,84000.0,282.46K,0.93%
2/11/20,85600,86100.0,86800.0,85400.0,235.70K,-1.38%
2/12/20,86000,86600.0,86600.0,85600.0,175.49K,0.47%
2/13/20,87500,85800.0,88100.0,85800.0,272.24K,1.74%
2/14/20,88500,87500.0,88900.0,87000.0,162.87K,1.14%
2/17/20,87300,88500.0,89300.0,87300.0,180.04K,-1.36%
2/18/20,86000,87000.0,87400.0,85800.0,215.60K,-1.49%
2/19/20,85300,86000.0,86100.0,85300.0,166.79K,-0.81%
2/20/20,85300,88000.0,88000.0,85200.0,198.20K,0.00%
2/21/20,85400,86000.0,86200.0,85400.0,171.44K,0.12%
2/24/20,83900,85000.0,85000.0,83500.0,348.15K,-1.76%
2/25/20,83000,82500.0,83900.0,82500.0,348.89K,-1.07%
2/26/20,79900,82500.0,82500.0,79600.0,478.41K,-3.73%
2/27/20,79000,79800.0,79900.0,78100.0,359.09K,-1.13%
2/28/20,75800,75100.0,77900.0,75100.0,449.64K,-4.05%
3/2/20,79000,75600.0,79500.0,75400.0,255.71K,4.22%
3/3/20,80000,82900.0,82900.0,80000.0,270.46K,1.27%
3/4/20,78100,79500.0,79500.0,77800.0,307.46K,-2.38%
3/5/20,78100,78100.0,80000.0,78100.0,262.61K,0.00%
3/6/20,77500,78000.0,78100.0,77100.0,208.46K,-0.77%
3/9/20,72100,72100.0,72100.0,72100.0,226.33K,-6.97%
3/10/20,68500,67100.0,70900.0,67100.0,1.38M,-4.99%
3/11/20,63800,70000.0,71100.0,63800.0,1.02M,-6.86%
3/12/20,59400,59400.0,60900.0,59400.0,832.05K,-6.90%
3/13/20,57000,55300.0,58500.0,55300.0,975.88K,-4.04%
3/16/20,59300,56800.0,60200.0,56000.0,664.40K,4.04%
3/17/20,59800,56200.0,59900.0,56200.0,531.53K,0.84%
3/18/20,58000,60000.0,60000.0,57800.0,1.11M,-3.01%
3/19/20,55300,56000.0,56500.0,54900.0,897.78K,-4.66%
3/20/20,57900,57000.0,58100.0,56000.0,563.53K,4.70%
3/23/20,53900,55200.0,56000.0,53900.0,779.86K,-6.91%
3/24/20,56200,56000.0,56400.0,54500.0,769.35K,4.27%
3/25/20,60100,59300.0,60100.0,58200.0,1.07M,6.94%
3/26/20,58700,60000.0,60400.0,58500.0,564.13K,-2.33%
3/27/20,58200,58700.0,59100.0,57100.0,484.15K,-0.85%
3/30/20,54600,54900.0,55400.0,54500.0,556.09K,-6.19%
3/31/20,54800,57700.0,57700.0,54000.0,414.54K,0.37%
4/1/20,56100,54700.0,57600.0,54700.0,577.93K,2.37%
4/3/20,59200,60000.0,60000.0,57500.0,1.15M,5.53%
4/6/20,63000,62000.0,63000.0,61000.0,1.51M,6.42%
4/7/20,62900,63900.0,63900.0,61800.0,945.03K,-0.16%
4/8/20,62700,61300.0,62800.0,60800.0,869.54K,-0.32%
4/9/20,67000,63400.0,67000.0,63100.0,1.51M,6.86%
4/10/20,67100,66000.0,67500.0,65000.0,944.26K,0.15%
4/13/20,68000,68200.0,69500.0,67500.0,1.05M,1.34%
4/14/20,67000,67000.0,67300.0,65400.0,1.27M,-1.47%
4/15/20,66600,65800.0,67300.0,65500.0,645.24K,-0.60%
4/16/20,67400,66600.0,68000.0,65800.0,717.40K,1.20%
4/17/20,67700,67500.0,69000.0,67500.0,811.68K,0.45%
4/20/20,68800,68000.0,69000.0,67100.0,1.23M,1.62%
4/21/20,64500,66000.0,67200.0,64500.0,1.56M,-6.25%
4/22/20,63500,61000.0,64600.0,61000.0,760.59K,-1.55%
4/23/20,65100,65000.0,66000.0,64800.0,620.26K,2.52%
4/24/20,65100,65800.0,66000.0,64700.0,583.01K,0.00%
4/27/20,64200,65100.0,65900.0,64000.0,476.51K,-1.38%
4/28/20,62800,62600.0,64000.0,62400.0,775.61K,-2.18%
4/29/20,63400,63000.0,64200.0,63000.0,623.86K,0.96%
5/4/20,63800,65000.0,65600.0,63600.0,410.24K,0.63%
5/5/20,65500,65000.0,65500.0,64000.0,652.83K,2.66%
5/6/20,68600,66700.0,68800.0,66700.0,1.54M,4.73%
5/7/20,68700,68600.0,69500.0,67700.0,705.71K,0.15%
5/8/20,69600,68700.0,70800.0,68700.0,1.70M,1.31%
